Model_Name,Country,Sales_Month,Sales_Year,Units_Sold
iPhone 6 Plus,USA,06,2018,37
iPhone 6 Plus,China,06,2018,48
iPhone 6 Plus,India,06,2018,25
iPhone 6 Plus,UK,06,2018,18
iPhone 6 Plus,Germany,06,2018,14
iPhone 6 Plus,USA,07,2018,36
iPhone 6 Plus,China,07,2018,46
iPhone 6 Plus,India,07,2018,25
iPhone 6 Plus,UK,07,2018,18
iPhone 6 Plus,Germany,07,2018,14
iPhone 6 Plus,USA,08,2018,42
iPhone 6 Plus,China,08,2018,54
iPhone 6 Plus,India,08,2018,29
iPhone 6 Plus,UK,08,2018,21
iPhone 6 Plus,Germany,08,2018,16
iPhone 6 Plus,USA,09,2018,35
iPhone 6 Plus,China,09,2018,45
iPhone 6 Plus,India,09,2018,24
iPhone 6 Plus,UK,09,2018,17
iPhone 6 Plus,Germany,09,2018,14
iPhone 6 Plus,USA,10,2018,53
iPhone 6 Plus,China,10,2018,68
iPhone 6 Plus,India,10,2018,37
iPhone 6 Plus,UK,10,2018,26
iPhone 6 Plus,Germany,10,2018,21
iPhone 6 Plus,USA,11,2018,48
iPhone 6 Plus,China,11,2018,62
iPhone 6 Plus,India,11,2018,33
iPhone 6 Plus,UK,11,2018,24
iPhone 6 Plus,Germany,11,2018,19
iPhone 6 Plus,USA,12,2018,52
iPhone 6 Plus,China,12,2018,67
iPhone 6 Plus,India,12,2018,36
iPhone 6 Plus,UK,12,2018,26
iPhone 6 Plus,Germany,12,2018,20
iPhone 6 Plus,USA,01,2019,29
iPhone 6 Plus,China,01,2019,37
iPhone 6 Plus,India,01,2019,20
iPhone 6 Plus,UK,01,2019,14
iPhone 6 Plus,Germany,01,2019,11
iPhone 6 Plus,USA,02,2019,28
iPhone 6 Plus,China,02,2019,36
iPhone 6 Plus,India,02,2019,19
iPhone 6 Plus,UK,02,2019,14
iPhone 6 Plus,Germany,02,2019,11
iPhone 6 Plus,USA,03,2019,25
iPhone 6 Plus,China,03,2019,32
iPhone 6 Plus,India,03,2019,17
iPhone 6 Plus,UK,03,2019,12
iPhone 6 Plus,Germany,03,2019,10
iPhone 6 Plus,USA,04,2019,21
iPhone 6 Plus,China,04,2019,27
iPhone 6 Plus,India,04,2019,14
iPhone 6 Plus,UK,04,2019,10
iPhone 6 Plus,Germany,04,2019,8
iPhone 6 Plus,USA,05,2019,28
iPhone 6 Plus,China,05,2019,36
iPhone 6 Plus,India,05,2019,19
iPhone 6 Plus,UK,05,2019,14
iPhone 6 Plus,Germany,05,2019,11
iPhone 6 Plus,USA,06,2019,29
iPhone 6 Plus,China,06,2019,37
iPhone 6 Plus,India,06,2019,20
iPhone 6 Plus,UK,06,2019,14
iPhone 6 Plus,Germany,06,2019,11
iPhone 6 Plus,USA,07,2019,20
iPhone 6 Plus,China,07,2019,26
iPhone 6 Plus,India,07,2019,14
iPhone 6 Plus,UK,07,2019,10
iPhone 6 Plus,Germany,07,2019,8
iPhone 6 Plus,USA,08,2019,23
iPhone 6 Plus,China,08,2019,29
iPhone 6 Plus,India,08,2019,16
iPhone 6 Plus,UK,08,2019,11
iPhone 6 Plus,Germany,08,2019,9
iPhone 6 Plus,USA,09,2019,20
iPhone 6 Plus,China,09,2019,26
iPhone 6 Plus,India,09,2019,14
iPhone 6 Plus,UK,09,2019,10
iPhone 6 Plus,Germany,09,2019,8
iPhone 6 Plus,USA,10,2019,33
iPhone 6 Plus,China,10,2019,42
iPhone 6 Plus,India,10,2019,23
iPhone 6 Plus,UK,10,2019,16
iPhone 6 Plus,Germany,10,2019,13
iPhone 6 Plus,USA,11,2019,33
iPhone 6 Plus,China,11,2019,42
iPhone 6 Plus,India,11,2019,23
iPhone 6 Plus,UK,11,2019,16
iPhone 6 Plus,Germany,11,2019,13
iPhone 6 Plus,USA,12,2019,27
iPhone 6 Plus,China,12,2019,35
iPhone 6 Plus,India,12,2019,18
iPhone 6 Plus,UK,12,2019,13
iPhone 6 Plus,Germany,12,2019,10
iPhone 6 Plus,USA,01,2020,36
iPhone 6 Plus,China,01,2020,46
iPhone 6 Plus,India,01,2020,25
iPhone 6 Plus,UK,01,2020,18
iPhone 6 Plus,Germany,01,2020,14
iPhone 6 Plus,USA,02,2020,44
iPhone 6 Plus,China,02,2020,57
iPhone 6 Plus,India,02,2020,30
iPhone 6 Plus,UK,02,2020,22
iPhone 6 Plus,Germany,02,2020,17
iPhone 6 Plus,USA,03,2020,39
iPhone 6 Plus,China,03,2020,50
iPhone 6 Plus,India,03,2020,27
iPhone 6 Plus,UK,03,2020,19
iPhone 6 Plus,Germany,03,2020,15
iPhone 6 Plus,USA,04,2020,37
iPhone 6 Plus,China,04,2020,48
iPhone 6 Plus,India,04,2020,25
iPhone 6 Plus,UK,04,2020,18
iPhone 6 Plus,Germany,04,2020,14
iPhone 6 Plus,USA,05,2020,41
iPhone 6 Plus,China,05,2020,53
iPhone 6 Plus,India,05,2020,28
iPhone 6 Plus,UK,05,2020,20
iPhone 6 Plus,Germany,05,2020,16
iPhone 6 Plus,USA,06,2020,35
iPhone 6 Plus,China,06,2020,45
iPhone 6 Plus,India,06,2020,24
iPhone 6 Plus,UK,06,2020,17
iPhone 6 Plus,Germany,06,2020,14
iPhone 6 Plus,USA,07,2020,37
iPhone 6 Plus,China,07,2020,48
iPhone 6 Plus,India,07,2020,25
iPhone 6 Plus,UK,07,2020,18
iPhone 6 Plus,Germany,07,2020,14
iPhone 6 Plus,USA,08,2020,43
iPhone 6 Plus,China,08,2020,55
iPhone 6 Plus,India,08,2020,30
iPhone 6 Plus,UK,08,2020,21
iPhone 6 Plus,Germany,08,2020,17
iPhone 6 Plus,USA,09,2020,36
iPhone 6 Plus,China,09,2020,46
iPhone 6 Plus,India,09,2020,25
iPhone 6 Plus,UK,09,2020,18
iPhone 6 Plus,Germany,09,2020,14
iPhone 6 Plus,USA,10,2020,54
iPhone 6 Plus,China,10,2020,70
iPhone 6 Plus,India,10,2020,37
iPhone 6 Plus,UK,10,2020,27
iPhone 6 Plus,Germany,10,2020,21
iPhone 6 Plus,USA,11,2020,53
iPhone 6 Plus,China,11,2020,68
iPhone 6 Plus,India,11,2020,37
iPhone 6 Plus,UK,11,2020,26
iPhone 6 Plus,Germany,11,2020,21
iPhone 6 Plus,USA,12,2020,55
iPhone 6 Plus,China,12,2020,71
iPhone 6 Plus,India,12,2020,38
iPhone 6 Plus,UK,12,2020,27
iPhone 6 Plus,Germany,12,2020,22
iPhone 6 Plus,USA,01,2021,28
iPhone 6 Plus,China,01,2021,36
iPhone 6 Plus,India,01,2021,19
iPhone 6 Plus,UK,01,2021,14
iPhone 6 Plus,Germany,01,2021,11
iPhone 6 Plus,USA,02,2021,30
iPhone 6 Plus,China,02,2021,39
iPhone 6 Plus,India,02,2021,21
iPhone 6 Plus,UK,02,2021,15
iPhone 6 Plus,Germany,02,2021,12
iPhone 6 Plus,USA,03,2021,34
iPhone 6 Plus,China,03,2021,44
iPhone 6 Plus,India,03,2021,23
iPhone 6 Plus,UK,03,2021,17
iPhone 6 Plus,Germany,03,2021,13
iPhone 6 Plus,USA,04,2021,30
iPhone 6 Plus,China,04,2021,39
iPhone 6 Plus,India,04,2021,21
iPhone 6 Plus,UK,04,2021,15
iPhone 6 Plus,Germany,04,2021,12
iPhone 6 Plus,USA,05,2021,31
iPhone 6 Plus,China,05,2021,40
iPhone 6 Plus,India,05,2021,21
iPhone 6 Plus,UK,05,2021,15
iPhone 6 Plus,Germany,05,2021,12
iPhone 6 Plus,USA,06,2021,33
iPhone 6 Plus,China,06,2021,42
iPhone 6 Plus,India,06,2021,23
iPhone 6 Plus,UK,06,2021,16
iPhone 6 Plus,Germany,06,2021,13
iPhone 6 Plus,USA,07,2021,34
iPhone 6 Plus,China,07,2021,44
iPhone 6 Plus,India,07,2021,23
iPhone 6 Plus,UK,07,2021,17
iPhone 6 Plus,Germany,07,2021,13
iPhone 6 Plus,USA,08,2021,26
iPhone 6 Plus,China,08,2021,33
iPhone 6 Plus,India,08,2021,18
iPhone 6 Plus,UK,08,2021,13
iPhone 6 Plus,Germany,08,2021,10
iPhone 6 Plus,USA,09,2021,31
iPhone 6 Plus,China,09,2021,40
iPhone 6 Plus,India,09,2021,21
iPhone 6 Plus,UK,09,2021,15
iPhone 6 Plus,Germany,09,2021,12
iPhone 6 Plus,USA,10,2021,41
iPhone 6 Plus,China,10,2021,53
iPhone 6 Plus,India,10,2021,28
iPhone 6 Plus,UK,10,2021,20
iPhone 6 Plus,Germany,10,2021,16
iPhone 6 Plus,USA,11,2021,36
iPhone 6 Plus,China,11,2021,46
iPhone 6 Plus,India,11,2021,25
iPhone 6 Plus,UK,11,2021,18
iPhone 6 Plus,Germany,11,2021,14
iPhone 6 Plus,USA,12,2021,34
iPhone 6 Plus,China,12,2021,44
iPhone 6 Plus,India,12,2021,23
iPhone 6 Plus,UK,12,2021,17
iPhone 6 Plus,Germany,12,2021,13
iPhone 6 Plus,USA,01,2022,22
iPhone 6 Plus,China,01,2022,28
iPhone 6 Plus,India,01,2022,15
iPhone 6 Plus,UK,01,2022,11
iPhone 6 Plus,Germany,01,2022,8
iPhone 6 Plus,USA,02,2022,21
iPhone 6 Plus,China,02,2022,27
iPhone 6 Plus,India,02,2022,14
iPhone 6 Plus,UK,02,2022,10
iPhone 6 Plus,Germany,02,2022,8
iPhone 6 Plus,USA,03,2022,19
iPhone 6 Plus,China,03,2022,24
iPhone 6 Plus,India,03,2022,13
iPhone 6 Plus,UK,03,2022,9
iPhone 6 Plus,Germany,03,2022,7
iPhone 6 Plus,USA,04,2022,20
iPhone 6 Plus,China,04,2022,26
iPhone 6 Plus,India,04,2022,14
iPhone 6 Plus,UK,04,2022,10
iPhone 6 Plus,Germany,04,2022,8
iPhone 6 Plus,USA,05,2022,20
iPhone 6 Plus,China,05,2022,26
iPhone 6 Plus,India,05,2022,14
iPhone 6 Plus,UK,05,2022,10
iPhone 6 Plus,Germany,05,2022,8
iPhone 6 Plus,USA,06,2022,20
iPhone 6 Plus,China,06,2022,26
iPhone 6 Plus,India,06,2022,14
iPhone 6 Plus,UK,06,2022,10
iPhone 6 Plus,Germany,06,2022,8
iPhone 6 Plus,USA,07,2022,18
iPhone 6 Plus,China,07,2022,23
iPhone 6 Plus,India,07,2022,12
iPhone 6 Plus,UK,07,2022,9
iPhone 6 Plus,Germany,07,2022,7
iPhone 6 Plus,USA,08,2022,24
iPhone 6 Plus,China,08,2022,31
iPhone 6 Plus,India,08,2022,16
iPhone 6 Plus,UK,08,2022,12
iPhone 6 Plus,Germany,08,2022,9
iPhone 6 Plus,USA,09,2022,23
iPhone 6 Plus,China,09,2022,29
iPhone 6 Plus,India,09,2022,16
iPhone 6 Plus,UK,09,2022,11
iPhone 6 Plus,Germany,09,2022,9
iPhone 6 Plus,USA,10,2022,29
iPhone 6 Plus,China,10,2022,37
iPhone 6 Plus,India,10,2022,20
iPhone 6 Plus,UK,10,2022,14
iPhone 6 Plus,Germany,10,2022,11
iPhone 6 Plus,USA,11,2022,25
iPhone 6 Plus,China,11,2022,32
iPhone 6 Plus,India,11,2022,17
iPhone 6 Plus,UK,11,2022,12
iPhone 6 Plus,Germany,11,2022,10
iPhone 6 Plus,USA,12,2022,29
iPhone 6 Plus,China,12,2022,37
iPhone 6 Plus,India,12,2022,20
iPhone 6 Plus,UK,12,2022,14
iPhone 6 Plus,Germany,12,2022,11
iPhone 6 Plus,USA,01,2023,7
iPhone 6 Plus,China,01,2023,9
iPhone 6 Plus,India,01,2023,4
iPhone 6 Plus,UK,01,2023,3
iPhone 6 Plus,Germany,01,2023,2
iPhone 6 Plus,USA,02,2023,12
iPhone 6 Plus,China,02,2023,15
iPhone 6 Plus,India,02,2023,8
iPhone 6 Plus,UK,02,2023,6
iPhone 6 Plus,Germany,02,2023,4
iPhone 6 Plus,USA,03,2023,12
iPhone 6 Plus,China,03,2023,15
iPhone 6 Plus,India,03,2023,8
iPhone 6 Plus,UK,03,2023,6
iPhone 6 Plus,Germany,03,2023,4
iPhone 6 Plus,USA,04,2023,10
iPhone 6 Plus,China,04,2023,13
iPhone 6 Plus,India,04,2023,7
iPhone 6 Plus,UK,04,2023,5
iPhone 6 Plus,Germany,04,2023,4
iPhone 6 Plus,USA,05,2023,14
iPhone 6 Plus,China,05,2023,18
iPhone 6 Plus,India,05,2023,9
iPhone 6 Plus,UK,05,2023,7
iPhone 6 Plus,Germany,05,2023,5
iPhone 6 Plus,USA,06,2023,5
iPhone 6 Plus,China,06,2023,6
iPhone 6 Plus,India,06,2023,3
iPhone 6 Plus,UK,06,2023,2
iPhone 6 Plus,Germany,06,2023,2
iPhone 6 Plus,USA,07,2023,14
iPhone 6 Plus,China,07,2023,18
iPhone 6 Plus,India,07,2023,9
iPhone 6 Plus,UK,07,2023,7
iPhone 6 Plus,Germany,07,2023,5
iPhone 6 Plus,USA,08,2023,7
iPhone 6 Plus,China,08,2023,9
iPhone 6 Plus,India,08,2023,4
iPhone 6 Plus,UK,08,2023,3
iPhone 6 Plus,Germany,08,2023,2
iPhone 6 Plus,USA,09,2023,11
iPhone 6 Plus,China,09,2023,14
iPhone 6 Plus,India,09,2023,7
iPhone 6 Plus,UK,09,2023,5
iPhone 6 Plus,Germany,09,2023,4
iPhone 6 Plus,USA,10,2023,12
iPhone 6 Plus,China,10,2023,15
iPhone 6 Plus,India,10,2023,8
iPhone 6 Plus,UK,10,2023,6
iPhone 6 Plus,Germany,10,2023,4
iPhone 6 Plus,USA,11,2023,15
iPhone 6 Plus,China,11,2023,19
iPhone 6 Plus,India,11,2023,10
iPhone 6 Plus,UK,11,2023,7
iPhone 6 Plus,Germany,11,2023,6
iPhone 6 Plus,USA,12,2023,9
iPhone 6 Plus,China,12,2023,11
iPhone 6 Plus,India,12,2023,6
iPhone 6 Plus,UK,12,2023,4
iPhone 6 Plus,Germany,12,2023,3
iPhone 6 Plus,USA,01,2024,3
iPhone 6 Plus,China,01,2024,3
iPhone 6 Plus,India,01,2024,2
iPhone 6 Plus,UK,01,2024,1
iPhone 6 Plus,Germany,01,2024,1
iPhone 6 Plus,USA,04,2024,1
iPhone 6 Plus,China,04,2024,1
iPhone 6 Plus,USA,05,2024,1
iPhone 6 Plus,China,05,2024,1
iPhone 6 Plus,USA,09,2024,3
iPhone 6 Plus,China,09,2024,3
iPhone 6 Plus,India,09,2024,2
iPhone 6 Plus,UK,09,2024,1
iPhone 6 Plus,Germany,09,2024,1
iPhone 6 Plus,USA,11,2024,3
iPhone 6 Plus,China,11,2024,3
iPhone 6 Plus,India,11,2024,2
iPhone 6 Plus,UK,11,2024,1
iPhone 6 Plus,Germany,11,2024,1
iPhone 6 Plus,USA,01,2025,4
iPhone 6 Plus,China,01,2025,5
iPhone 6 Plus,India,01,2025,2
iPhone 6 Plus,UK,01,2025,2
iPhone 6 Plus,Germany,01,2025,1
iPhone 6 Plus,USA,04,2025,1
iPhone 6 Plus,China,04,2025,1
iPhone 6 Plus,USA,06,2025,2
iPhone 6 Plus,China,06,2025,2
iPhone 6 Plus,India,06,2025,1
iPhone 6 Plus,UK,06,2025,1
iPhone 6S,USA,01,2015,97
iPhone 6S,China,01,2015,126
iPhone 6S,India,01,2015,67
iPhone 6S,UK,01,2015,48
iPhone 6S,Germany,01,2015,38
iPhone 6S,USA,02,2015,101
iPhone 6S,China,02,2015,131
iPhone 6S,India,02,2015,70
iPhone 6S,UK,02,2015,50
iPhone 6S,Germany,02,2015,40
iPhone 6S,USA,03,2015,96
iPhone 6S,China,03,2015,124
iPhone 6S,India,03,2015,67
iPhone 6S,UK,03,2015,48
iPhone 6S,Germany,03,2015,38
iPhone 6S,USA,04,2015,98
iPhone 6S,China,04,2015,127
iPhone 6S,India,04,2015,68
iPhone 6S,UK,04,2015,49
iPhone 6S,Germany,04,2015,39
iPhone 6S,USA,05,2015,100
iPhone 6S,China,05,2015,130
iPhone 6S,India,05,2015,70
iPhone 6S,UK,05,2015,50
iPhone 6S,Germany,05,2015,40
iPhone 6S,USA,06,2015,100
iPhone 6S,China,06,2015,130
iPhone 6S,India,06,2015,70
iPhone 6S,UK,06,2015,50
iPhone 6S,Germany,06,2015,40
iPhone 6S,USA,07,2015,96
iPhone 6S,China,07,2015,124
iPhone 6S,India,07,2015,67
iPhone 6S,UK,07,2015,48
iPhone 6S,Germany,07,2015,38
iPhone 6S,USA,08,2015,101
iPhone 6S,China,08,2015,131
iPhone 6S,India,08,2015,70
iPhone 6S,UK,08,2015,50
iPhone 6S,Germany,08,2015,40
iPhone 6S,USA,09,2015,99
iPhone 6S,China,09,2015,128
iPhone 6S,India,09,2015,69
iPhone 6S,UK,09,2015,49
iPhone 6S,Germany,09,2015,39
iPhone 6S,USA,10,2015,133
iPhone 6S,China,10,2015,172
iPhone 6S,India,10,2015,93
iPhone 6S,UK,10,2015,66
iPhone 6S,Germany,10,2015,53
iPhone 6S,USA,11,2015,130
iPhone 6S,China,11,2015,169
iPhone 6S,India,11,2015,91
iPhone 6S,UK,11,2015,65
iPhone 6S,Germany,11,2015,52
iPhone 6S,USA,12,2015,133
iPhone 6S,China,12,2015,172
iPhone 6S,India,12,2015,93
iPhone 6S,UK,12,2015,66
iPhone 6S,Germany,12,2015,53
iPhone 6S,USA,01,2016,86
iPhone 6S,China,01,2016,111
iPhone 6S,India,01,2016,60
iPhone 6S,UK,01,2016,43
iPhone 6S,Germany,01,2016,34
iPhone 6S,USA,02,2016,89
iPhone 6S,China,02,2016,115
iPhone 6S,India,02,2016,62
iPhone 6S,UK,02,2016,44
iPhone 6S,Germany,02,2016,35
iPhone 6S,USA,03,2016,88
iPhone 6S,China,03,2016,114
iPhone 6S,India,03,2016,61
iPhone 6S,UK,03,2016,44
iPhone 6S,Germany,03,2016,35
iPhone 6S,USA,04,2016,85
iPhone 6S,China,04,2016,110
iPhone 6S,India,04,2016,59
iPhone 6S,UK,04,2016,42
iPhone 6S,Germany,04,2016,34
iPhone 6S,USA,05,2016,84
iPhone 6S,China,05,2016,109
iPhone 6S,India,05,2016,58
iPhone 6S,UK,05,2016,42
iPhone 6S,Germany,05,2016,33
iPhone 6S,USA,06,2016,80
iPhone 6S,China,06,2016,104
iPhone 6S,India,06,2016,56
iPhone 6S,UK,06,2016,40
iPhone 6S,Germany,06,2016,32
iPhone 6S,USA,07,2016,86
iPhone 6S,China,07,2016,111
iPhone 6S,India,07,2016,60
iPhone 6S,UK,07,2016,43
iPhone 6S,Germany,07,2016,34
iPhone 6S,USA,08,2016,88
iPhone 6S,China,08,2016,114
iPhone 6S,India,08,2016,61
iPhone 6S,UK,08,2016,44
iPhone 6S,Germany,08,2016,35
iPhone 6S,USA,09,2016,82
iPhone 6S,China,09,2016,106
iPhone 6S,India,09,2016,57
iPhone 6S,UK,09,2016,41
iPhone 6S,Germany,09,2016,32
iPhone 6S,USA,10,2016,112
iPhone 6S,China,10,2016,145
iPhone 6S,India,10,2016,78
iPhone 6S,UK,10,2016,56
iPhone 6S,Germany,10,2016,44
iPhone 6S,USA,11,2016,110
iPhone 6S,China,11,2016,143
iPhone 6S,India,11,2016,77
iPhone 6S,UK,11,2016,55
iPhone 6S,Germany,11,2016,44
iPhone 6S,USA,12,2016,107
iPhone 6S,China,12,2016,139
iPhone 6S,India,12,2016,74
iPhone 6S,UK,12,2016,53
iPhone 6S,Germany,12,2016,42
iPhone 6S,USA,01,2017,66
iPhone 6S,China,01,2017,85
iPhone 6S,India,01,2017,46
iPhone 6S,UK,01,2017,33
iPhone 6S,Germany,01,2017,26
iPhone 6S,USA,02,2017,66
iPhone 6S,China,02,2017,85
iPhone 6S,India,02,2017,46
iPhone 6S,UK,02,2017,33
iPhone 6S,Germany,02,2017,26
iPhone 6S,USA,03,2017,73
iPhone 6S,China,03,2017,94
iPhone 6S,India,03,2017,51
iPhone 6S,UK,03,2017,36
iPhone 6S,Germany,03,2017,29
iPhone 6S,USA,04,2017,67
iPhone 6S,China,04,2017,87
iPhone 6S,India,04,2017,46
iPhone 6S,UK,04,2017,33
iPhone 6S,Germany,04,2017,26
iPhone 6S,USA,05,2017,66
iPhone 6S,China,05,2017,85
iPhone 6S,India,05,2017,46
iPhone 6S,UK,05,2017,33
iPhone 6S,Germany,05,2017,26
iPhone 6S,USA,06,2017,65
iPhone 6S,China,06,2017,84
iPhone 6S,India,06,2017,45
iPhone 6S,UK,06,2017,32
iPhone 6S,Germany,06,2017,26
iPhone 6S,USA,07,2017,70
iPhone 6S,China,07,2017,91
iPhone 6S,India,07,2017,49
iPhone 6S,UK,07,2017,35
iPhone 6S,Germany,07,2017,28
iPhone 6S,USA,08,2017,65
iPhone 6S,China,08,2017,84
iPhone 6S,India,08,2017,45
iPhone 6S,UK,08,2017,32
iPhone 6S,Germany,08,2017,26
iPhone 6S,USA,09,2017,70
iPhone 6S,China,09,2017,91
iPhone 6S,India,09,2017,49
iPhone 6S,UK,09,2017,35
iPhone 6S,Germany,09,2017,28
iPhone 6S,USA,10,2017,90
iPhone 6S,China,10,2017,117
iPhone 6S,India,10,2017,62
iPhone 6S,UK,10,2017,45
iPhone 6S,Germany,10,2017,36
iPhone 6S,USA,11,2017,95
iPhone 6S,China,11,2017,123
iPhone 6S,India,11,2017,66
iPhone 6S,UK,11,2017,47
iPhone 6S,Germany,11,2017,38
iPhone 6S,USA,12,2017,95
iPhone 6S,China,12,2017,123
iPhone 6S,India,12,2017,66
iPhone 6S,UK,12,2017,47
iPhone 6S,Germany,12,2017,38
iPhone 6S,USA,01,2018,57
iPhone 6S,China,01,2018,74
iPhone 6S,India,01,2018,39
iPhone 6S,UK,01,2018,28
iPhone 6S,Germany,01,2018,22
iPhone 6S,USA,02,2018,53
iPhone 6S,China,02,2018,68
iPhone 6S,India,02,2018,37
iPhone 6S,UK,02,2018,26
iPhone 6S,Germany,02,2018,21
iPhone 6S,USA,03,2018,50
iPhone 6S,China,03,2018,65
iPhone 6S,India,03,2018,35
iPhone 6S,UK,03,2018,25
iPhone 6S,Germany,03,2018,20
iPhone 6S,USA,04,2018,59
iPhone 6S,China,04,2018,76
iPhone 6S,India,04,2018,41
iPhone 6S,UK,04,2018,29
iPhone 6S,Germany,04,2018,23
iPhone 6S,USA,05,2018,50
iPhone 6S,China,05,2018,65
iPhone 6S,India,05,2018,35
iPhone 6S,UK,05,2018,25
iPhone 6S,Germany,05,2018,20
iPhone 6S,USA,06,2018,51
iPhone 6S,China,06,2018,66
iPhone 6S,India,06,2018,35
iPhone 6S,UK,06,2018,25
iPhone 6S,Germany,06,2018,20
iPhone 6S,USA,07,2018,55
iPhone 6S,China,07,2018,71
iPhone 6S,India,07,2018,38
iPhone 6S,UK,07,2018,27
iPhone 6S,Germany,07,2018,22
iPhone 6S,USA,08,2018,50
iPhone 6S,China,08,2018,65
iPhone 6S,India,08,2018,35
iPhone 6S,UK,08,2018,25
iPhone 6S,Germany,08,2018,20
iPhone 6S,USA,09,2018,55
iPhone 6S,China,09,2018,71
iPhone 6S,India,09,2018,38
iPhone 6S,UK,09,2018,27
iPhone 6S,Germany,09,2018,22
iPhone 6S,USA,10,2018,72
iPhone 6S,China,10,2018,93
iPhone 6S,India,10,2018,50
iPhone 6S,UK,10,2018,36
iPhone 6S,Germany,10,2018,28
iPhone 6S,USA,11,2018,67
iPhone 6S,China,11,2018,87
iPhone 6S,India,11,2018,46
iPhone 6S,UK,11,2018,33
iPhone 6S,Germany,11,2018,26
iPhone 6S,USA,12,2018,71
iPhone 6S,China,12,2018,92
iPhone 6S,India,12,2018,49
iPhone 6S,UK,12,2018,35
iPhone 6S,Germany,12,2018,28
iPhone 6S,USA,01,2019,39
iPhone 6S,China,01,2019,50
iPhone 6S,India,01,2019,27
iPhone 6S,UK,01,2019,19
iPhone 6S,Germany,01,2019,15
iPhone 6S,USA,02,2019,44
iPhone 6S,China,02,2019,57
iPhone 6S,India,02,2019,30
iPhone 6S,UK,02,2019,22
iPhone 6S,Germany,02,2019,17
iPhone 6S,USA,03,2019,37
iPhone 6S,China,03,2019,48
iPhone 6S,India,03,2019,25
iPhone 6S,UK,03,2019,18
iPhone 6S,Germany,03,2019,14
iPhone 6S,USA,04,2019,35
iPhone 6S,China,04,2019,45
iPhone 6S,India,04,2019,24
iPhone 6S,UK,04,2019,17
iPhone 6S,Germany,04,2019,14
iPhone 6S,USA,05,2019,35
iPhone 6S,China,05,2019,45
iPhone 6S,India,05,2019,24
iPhone 6S,UK,05,2019,17
iPhone 6S,Germany,05,2019,14
iPhone 6S,USA,06,2019,37
iPhone 6S,China,06,2019,48
iPhone 6S,India,06,2019,25
iPhone 6S,UK,06,2019,18
iPhone 6S,Germany,06,2019,14
iPhone 6S,USA,07,2019,38
iPhone 6S,China,07,2019,49
iPhone 6S,India,07,2019,26
iPhone 6S,UK,07,2019,19
iPhone 6S,Germany,07,2019,15
iPhone 6S,USA,08,2019,36
iPhone 6S,China,08,2019,46
iPhone 6S,India,08,2019,25
iPhone 6S,UK,08,2019,18
iPhone 6S,Germany,08,2019,14
iPhone 6S,USA,09,2019,44
iPhone 6S,China,09,2019,57
iPhone 6S,India,09,2019,30
iPhone 6S,UK,09,2019,22
iPhone 6S,Germany,09,2019,17
iPhone 6S,USA,10,2019,56
iPhone 6S,China,10,2019,72
iPhone 6S,India,10,2019,39
iPhone 6S,UK,10,2019,28
iPhone 6S,Germany,10,2019,22
iPhone 6S,USA,11,2019,50
iPhone 6S,China,11,2019,65
iPhone 6S,India,11,2019,35
iPhone 6S,UK,11,2019,25
iPhone 6S,Germany,11,2019,20
iPhone 6S,USA,12,2019,55
iPhone 6S,China,12,2019,71
iPhone 6S,India,12,2019,38
iPhone 6S,UK,12,2019,27
iPhone 6S,Germany,12,2019,22
iPhone 6S,USA,01,2020,22
iPhone 6S,China,01,2020,28
iPhone 6S,India,01,2020,15
iPhone 6S,UK,01,2020,11
iPhone 6S,Germany,01,2020,8
iPhone 6S,USA,02,2020,21
iPhone 6S,China,02,2020,27
iPhone 6S,India,02,2020,14
iPhone 6S,UK,02,2020,10
iPhone 6S,Germany,02,2020,8
iPhone 6S,USA,03,2020,21
iPhone 6S,China,03,2020,27
iPhone 6S,India,03,2020,14
iPhone 6S,UK,03,2020,10
iPhone 6S,Germany,03,2020,8
iPhone 6S,USA,04,2020,25
iPhone 6S,China,04,2020,32
iPhone 6S,India,04,2020,17
iPhone 6S,UK,04,2020,12
iPhone 6S,Germany,04,2020,10
iPhone 6S,USA,05,2020,24
iPhone 6S,China,05,2020,31
iPhone 6S,India,05,2020,16
iPhone 6S,UK,05,2020,12
iPhone 6S,Germany,05,2020,9
iPhone 6S,USA,06,2020,26
iPhone 6S,China,06,2020,33
iPhone 6S,India,06,2020,18
iPhone 6S,UK,06,2020,13
iPhone 6S,Germany,06,2020,10
iPhone 6S,USA,07,2020,27
iPhone 6S,China,07,2020,35
iPhone 6S,India,07,2020,18
iPhone 6S,UK,07,2020,13
iPhone 6S,Germany,07,2020,10
iPhone 6S,USA,08,2020,27
iPhone 6S,China,08,2020,35
iPhone 6S,India,08,2020,18
iPhone 6S,UK,08,2020,13
iPhone 6S,Germany,08,2020,10
iPhone 6S,USA,09,2020,28
iPhone 6S,China,09,2020,36
iPhone 6S,India,09,2020,19
iPhone 6S,UK,09,2020,14
iPhone 6S,Germany,09,2020,11
iPhone 6S,USA,10,2020,28
iPhone 6S,China,10,2020,36
iPhone 6S,India,10,2020,19
iPhone 6S,UK,10,2020,14
iPhone 6S,Germany,10,2020,11
iPhone 6S,USA,11,2020,29
iPhone 6S,China,11,2020,37
iPhone 6S,India,11,2020,20
iPhone 6S,UK,11,2020,14
iPhone 6S,Germany,11,2020,11
iPhone 6S,USA,12,2020,32
iPhone 6S,China,12,2020,41
iPhone 6S,India,12,2020,22
